movie_id,keywords
1385,"martial arts,war ship,mercenary,nuclear missile,u.s. navy,hostage-taking,terrorism,one against many,battleship,action hero,good versus evil"
1387,"dying and death,beach,based on novel or book,bathing,shipwreck,fishing,atlantic ocean,shark attack,police chief,ferry boat,animal attack,long island, new york,dead child,creature,skinny dipping,shark,great white shark,dead dog,child killed by animal,fourth of july,severed leg,fishing boat,animal horror,shark cage"
1388,"dying and death,rescue,island,panic,mayor,shark attack,police chief,current,boat accident,animal attack,sailing,sequel,scuba diving,creature,shark,great white shark,killer whale,high-tension current,water skiing,tourism"
1389,"florida,diving,dolphin,sequel,scuba diving,creature,swimming,shark,great white shark,killer shark,giant animal,theme park,water skiing,boat trouble,sea world,orlando florida"
1390,"usa president,the white house,national security agency (nsa),sable"
1391,"usa president,the white house,planet mars,saving the world,cataclysm,total destruction,laser gun,ambassador,congress,flying saucer,dark comedy,parody,based on comic,alien,creature,alien invasion,horror comedy,outer space,absurd"
1392,"judge,drug addiction,extremist,abortion"
1393,"career,sports,stadium,american football,single mother,sports agent,thoughtful"
1394,"baby,robbery,supermarket,pregnancy,arizona,satire,family relationships,absurd,amused,melodramatic"
1395,"friendship,competition,hostility,baltimore, usa,rivalry,scam,car accident,salesmen,1960s,aluminum"
1396,"hacker,mathematician,assignment,calm,relaxed,sympathetic"
1397,woman director
1398,"world war i,hemmingway"
1399,"florida,sibling relationship,based on play or musical,sister,leukemia,reunion,cancer,bone marrow transplant,estranged sister"
1401,"assassin,widow,civil rights,racist,trial,racism,justice,white supremacists,activist"
1405,"hotel,sperm,washington dc, usa,casino,fbi,sun,texas,road trip,sexual humor,crude humor,drug trip,las vegas,adult animation,peyote,atf,based on tv series"
1406,"class society,france,illiteracy,country life,bourgeoisie,female friendship,pregnant minor,post,gallery owner,maid,family"
1407,"high school,small town,riddle,killing,halloween,house party,serial killer,school,slasher,whodunit,killing spree,phone,tabloid,news reporter,self-referential,crime spree,halloween costume,young adult,teenager"
1408,"based on novel or book,love triangle,native american,revenge,interracial relationship,period drama,historical,warfare,colonialism,18th century,warrior,french and indian war"
1409,"angel,vice,road trip,reporter,dog,woman director"
1411,"mother,denmark,loss of loved one,prince,based on play or musical,madness,aggressive,complex,antagonistic"
1412,"strike,ireland,candlelight vigil,british prison"
1413,"teacher,writer,wistful"
1414,"author,sibling rivalry,novelist,neurotic,aspiring writer,divorced man,return home,starting over,returning to roots,jealous brother,mother son relationship,dominant mother,brother brother relationship,writers-block,soul searching"
1415,bath tub
1416,"prostitute,funeral,narration,buenos aires, argentina,politician,musical,based on play or musical,president,argentina,death,deification,perónism,argentinean president,rise to power,1940s,1950s,death of political figure"
1417,"friendship,based on novel or book,intellectual,manipulation,europe,money,american,art,rich,woman director,19th century"
1419,"australia,suicide,sibling relationship,based on novel or book,hunter,picnic,wilderness,camel,tribe,coming of age,flashback,survival,teenage girl,death,outback,geologist,rite of passage,australian aboriginal"
1422,"usa president,washington dc, usa,corruption,the white house,politics,detective,cover-up,domestic violence,surveillance,secret service,murder investigation,framed for murder,illicit affair,u.s. secret service agent,united states president,president's family"
1423,cop
1425,"greed,zoo,dark comedy,marketing,business,animals,lemur"
1426,"marine biologist,dolphin,dog"
1427,"airplane,stewardess,shootout,air marshal,christmas,turbulence"
1428,"baby,schizophrenia,therapist,therapy,desire to have children"
1429,"australia,martial arts,helicopter,secret agent,gunfight,action hero,queensland, australia"
1431,"japan,ninja fighter,clumsy fellow,overweight man,teacher,falling in love,school life,lighthearted"
1432,"sniper,police,san francisco, california,liberation of hostage,hostage-taking,persuasion,revenge,gunfight,urban setting,racial slur,jewel thief,hostage negotiator,negotiation"
1437,"puberty,beach,sibling relationship,based on novel or book,sports car,diary,coming of age,dead body,incest,kite,orphan siblings"
1438,"rescue,small town,helicopter,lava,mayor,evacuation,natural disaster,motel,volcano,lovers,partnership,volcanology,disaster,cabin,explosion,scientist,seismograph,volcanic eruption,rowboat,catastrophe,disaster movie,acid,county fair,abandoned mine,volcanic ash"
1439,"satire,media satire,film industry,independent film"
1440,"press,bad cop"
1441,"sibling relationship,autism,car garage,eccentric"
1442,"sports,olympic games,oregon, usa,runner"
1445,"exotic island,u.s. navy,base,terrorism"
1446,"friendship,concert,escape,funeral,parent child relationship,musician,fictitious marriage,despair,revolution,socialism,language barrier,cello,cellist,prague, czech republic,ban from profession,political instability,trabant,crematorium,teacher,best friend,single father,responsibility,father figure,understanding,communism,czech republic,child"
1447,"escape,police,aids,drug addiction,suspicion of murder,withdrawal"
1449,"missouri,mockumentary,mechanic,in the closet,improvisation,whispering,travel agent,alien contact,city council,chinese restaurant,product licensing"
1453,"parent child relationship,culture clash,dictator,eastern europe,education,dictatorship,female protagonist,misunderstanding,beautician"
1456,"island,neo-nazism,hunting human beings,scam,hispanic"
1457,"waitress,culture clash,pregnancy,romantic comedy"
1459,"daughter,rape,assassination,usa president,washington dc, usa,government,corruption,the white house,politics,secret service,u.s. secret service agent"
1460,"cat,amateur detective,remake,pets"
1461,"gambling,chaos,roulette,las vegas,family holiday"
1464,"prison,pornography,jealousy,dreams,dual identity,nightmare,police,sexual frustration,gangster,insanity,paranoia,prison cell,eroticism,bedroom,violent husband,headache,motel,transformation,death row,jazz singer or musician,highway,car mechanic,hallucination,suspicion,identity crisis,surrealism,car crash,murder,los angeles, california,videotape"
1465,"small town,sheriff,racial segregation,based on true story,race riot,racism,massacre,period drama,historical,racial slur,1920s,rural setting"
1466,"florida,new york city,undercover,gangster,1970s,based on true story,mobster,mafia,dirty cop,informant,surveillance,card playing,stealing money,marriage counselor,drug deal,fbi agent"
1468,"friendship,date,sexuality,male friendship,blind date,female friendship,romantic comedy,vulgarity,best friend,chinese restaurant,racial stereotype,buddy comedy,female buddy"
1473,"release from prison,on the run,wedding,woman director,bank robbery attempt"
1474,"new york city,paternity"
1475,"poetry,eroticism,seduction,india,woman director,kamasutra"
1476,"erection,becoming an adult,sexuality,eroticism,radio,based on true story,autobiography,autobiographical,woman director,based on real person"
1477,"ex-boyfriend,romantic"
1479,"berlin, germany,london, england,gas,based on novel or book,espionage,politics,spy,master thief,thief,scientist,the saint,action hero"
1480,"based on novel or book,copenhagen, denmark,inuit,comet,arctic polar circle region,conspiracy,snow,murder investigation,nordic noir"
1483,"dying and death,adultery,husband wife relationship,based on novel or book,sexual obsession,pain,sadism,sexuality,obsession,fetish,eroticism,car journey,fetishism,wound,masochism,deceived husband,cult,hospital,car accident,car wreck,erotic,anti-social behaviour,romantic,symphoriphilia"
1484,"adultery,new york city,dysfunctional family,family relationships,rooftop,bickering,chance meeting,drunkenness,closeted homosexual,independent film"
1485,"california,workaholic,birthday,truth,lie,wish,legal drama"
1487,"texas,biography,singer,elopement,bustier,fan club,corpus christi"
1488,"new york city,assassin,anonymity,showdown,chase,politics,northern ireland,revenge,terrorism,ira (irish republican army),tragic event"
1489,"dance,musical,anthropomorphism,hollywood,singing,child star,evil child,acting,interspecies romance,1930s,golden age,hulking brute,interspecies friendship"
1490,"burglar,restaurant,los angeles, california,millionaire,guilt,irreverence,nephew"
1493,"pop culture,campus,cafe,woman director,housemates"
1495,"california,narration,volcano,child hero,sequel,human sacrifice,piloted robot,superhero team,martial arts tournament,pirate ship"
1497,"sniper,martial arts,undercover,spy,switzerland,secret agent,arms dealer,revenge,terrorism,action hero,absurd"
1498,"new love,sibling relationship,dysfunctional marriage,working class,wrong side of the tracks"
1499,"human vs nature,snake,predator,movie business,expedition,amazon rainforest,jungle,creature,hunting,anaconda,killer snake,riverboat,aggressive,amazon river,animal horror,killer expedition,rainforest river,river ravine"
1500,"michigan,hitman,therapist,radio station,psychopath,reunion,union,high school reunion,old girlfriend,professional assassin,cartel,gun fight,coming home"
1502,"necrophilia,woman director,philosophical,romantic"
1503,"mexico,vacation,murder,head"
1507,"prison,island,singapore,world war ii,prisoner of war,indonesia,pacific war,1940s"
1513,"high school,overweight child,smoking,marriage,graduation,cafeteria,prom,best friend,buddy,fashion,alcoholic,car trouble,disabled,high school reunion,social outcast,ruse"
1514,"shanghai, china,blackmail,opium,1920s"
1515,"lava,subway,volcano,volcanology,burned alive,disaster,los angeles, california,disaster movie,firemen"
1516,"australia,revolution,camera,vodka,joseph stalin,torture"
1517,"android,telescope,airplane,undercover,missile,spy,group therapy,time travel,penthouse apartment,judo,trapdoor,clowning,secret agent,parody,las vegas,swinging,james bond spoof,swinging 60s,duringcreditsstinger,satirical,playful,hilarious,romantic,adoring,celebratory,farcical"
1518,"california,chase,ransom,kidnapping,bank,highway,barn,diner,vacation,deception,donut,murder,stranded,redneck,extortion,captive,desert,truck driver"
1519,"refugee,maori,interracial relationship,auckland"
1526,"friendship,run away,paternity,teen angst,drug dealing,parenthood"
1527,"new york city,flying car,taxi,egypt,race against time,saving the world,cyborg,dystopia,anti hero,stowaway,space travel,chosen one,arms dealer,alien life-form,end of the world,priest,shootout,police chase,cab driver,cyberpunk,archaeologist,space opera,military,opera singer,futuristic city,ancient evil,cruise liner,hieroglyphics,spaceship,good versus evil,science fantasy,amused"
1529,"suicide,rape,sexuality,eroticism,bisexuality,surrealism,alien,coming of age,alien abduction,los angeles, california,drugs,teenage sexuality,lgbt,existentialism,gay theme,independent film,boys' love (bl)"
1533,"politics,anti-communism,woman director"
1537,dance lesson
1541,"new york city,jealousy,love,revenge,astronomer,break-up"
1542,"northern england,province,brass band,music competition,yorkshire"
1544,"exotic island,island,velociraptor,dna,tyrannosaurus rex,paleontology,san diego, california,sequel,dinosaur,creature,scientist,amusement park,theme park,costa rica,animal horror,father daughter relationship"
